state,city,population,violent_crime,murder_and_nonnegligent_manslaughter,rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson,year
ARKANSAS,Flippin,1340.0,5.0,0.0,2.0,0.0,3.0,61.0,11.0,47.0,3.0,0.0,2019-12-31
ARKANSAS,Fordyce,3745.0,42.0,0.0,6.0,6.0,30.0,213.0,63.0,138.0,12.0,2.0,2019-12-31
ARKANSAS,Forrest City,13887.0,129.0,2.0,8.0,20.0,99.0,668.0,85.0,457.0,126.0,4.0,2019-12-31
ARKANSAS,Fort Smith,88041.0,863.0,4.0,97.0,90.0,672.0,5127.0,812.0,3929.0,386.0,11.0,2019-12-31
ARKANSAS,Gassville,2156.0,9.0,2.0,2.0,1.0,4.0,51.0,6.0,42.0,3.0,0.0,2019-12-31
ARKANSAS,Gentry,3924.0,15.0,0.0,1.0,0.0,14.0,21.0,1.0,18.0,2.0,0.0,2019-12-31
ARKANSAS,Glenwood,2095.0,2.0,0.0,0.0,0.0,2.0,24.0,9.0,12.0,3.0,0.0,2019-12-31
ARKANSAS,Gosnell,3148.0,14.0,0.0,2.0,1.0,11.0,46.0,19.0,25.0,2.0,0.0,2019-12-31
ARKANSAS,Gravette,3443.0,14.0,0.0,1.0,1.0,12.0,77.0,13.0,59.0,5.0,0.0,2019-12-31
ARKANSAS,Greenbrier,5660.0,10.0,0.0,7.0,0.0,3.0,16.0,0.0,11.0,5.0,0.0,2019-12-31
ARKANSAS,Green Forest,2763.0,18.0,0.0,6.0,0.0,12.0,66.0,18.0,46.0,2.0,0.0,2019-12-31
ARKANSAS,Greenland,1450.0,6.0,0.0,1.0,0.0,5.0,15.0,0.0,12.0,3.0,0.0,2019-12-31
ARKANSAS,Greenwood,9436.0,23.0,0.0,1.0,0.0,22.0,36.0,11.0,25.0,0.0,1.0,2019-12-31
ARKANSAS,Gurdon,2069.0,19.0,0.0,5.0,0.0,14.0,32.0,8.0,19.0,5.0,0.0,2019-12-31
ARKANSAS,Hamburg,2636.0,18.0,1.0,1.0,0.0,16.0,16.0,7.0,8.0,1.0,1.0,2019-12-31
ARKANSAS,Harrisburg,2368.0,18.0,0.0,8.0,0.0,10.0,37.0,5.0,28.0,4.0,0.0,2019-12-31
ARKANSAS,Harrison,13107.0,50.0,0.0,9.0,2.0,39.0,350.0,50.0,272.0,28.0,3.0,2019-12-31
ARKANSAS,Haskell,4715.0,16.0,0.0,5.0,0.0,11.0,75.0,14.0,58.0,3.0,1.0,2019-12-31
ARKANSAS,Hazen,1336.0,5.0,0.0,1.0,0.0,4.0,26.0,10.0,11.0,5.0,0.0,2019-12-31
ARKANSAS,Heber Springs,6912.0,24.0,0.0,8.0,1.0,15.0,231.0,45.0,180.0,6.0,0.0,2019-12-31
ARKANSAS,Helena-West Helena,10187.0,187.0,11.0,17.0,17.0,142.0,578.0,167.0,364.0,47.0,11.0,2019-12-31
ARKANSAS,Highland,1100.0,4.0,0.0,0.0,0.0,4.0,17.0,5.0,11.0,1.0,0.0,2019-12-31
ARKANSAS,Hope,9666.0,70.0,0.0,12.0,4.0,54.0,396.0,96.0,278.0,22.0,0.0,2019-12-31
ARKANSAS,Hot Springs,37263.0,241.0,10.0,38.0,42.0,151.0,2674.0,755.0,1710.0,209.0,8.0,2019-12-31
ARKANSAS,Hoxie,2588.0,5.0,0.0,0.0,0.0,5.0,24.0,8.0,15.0,1.0,1.0,2019-12-31
ARKANSAS,Jacksonville,28273.0,271.0,0.0,26.0,42.0,203.0,1484.0,281.0,1027.0,176.0,1.0,2019-12-31
ARKANSAS,Jericho,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-31
ARKANSAS,Johnson,3781.0,6.0,0.0,1.0,1.0,4.0,85.0,32.0,41.0,12.0,0.0,2019-12-31
ARKANSAS,Jonesboro,78261.0,537.0,13.0,74.0,58.0,392.0,2982.0,1092.0,1758.0,132.0,2.0,2019-12-31
ARKANSAS,Judsonia,1981.0,12.0,0.0,3.0,1.0,8.0,29.0,6.0,23.0,0.0,0.0,2019-12-31
ARKANSAS,Kensett,1618.0,7.0,0.0,1.0,0.0,6.0,18.0,3.0,14.0,1.0,1.0,2019-12-31
ARKANSAS,Lake City,2598.0,4.0,0.0,1.0,1.0,2.0,19.0,8.0,9.0,2.0,0.0,2019-12-31
ARKANSAS,Lakeview,715.0,4.0,1.0,0.0,0.0,3.0,12.0,2.0,8.0,2.0,0.0,2019-12-31
ARKANSAS,Lake Village,2241.0,20.0,2.0,4.0,4.0,10.0,68.0,16.0,50.0,2.0,1.0,2019-12-31
ARKANSAS,Lamar,1740.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,21.0,0.0,0.0,2019-12-31
ARKANSAS,Lincoln,2500.0,9.0,0.0,4.0,0.0,5.0,51.0,12.0,34.0,5.0,0.0,2019-12-31
ARKANSAS,Little Flock,2791.0,10.0,0.0,2.0,1.0,7.0,35.0,8.0,24.0,3.0,0.0,2019-12-31
ARKANSAS,Little Rock,198382.0,3009.0,38.0,209.0,391.0,2371.0,12145.0,1760.0,9316.0,1069.0,45.0,2019-12-31
ARKANSAS,Lonoke,4261.0,22.0,0.0,4.0,2.0,16.0,127.0,15.0,108.0,4.0,1.0,2019-12-31
ARKANSAS,Lowell,9723.0,28.0,0.0,3.0,1.0,24.0,117.0,38.0,71.0,8.0,0.0,2019-12-31
ARKANSAS,Luxora,1016.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,2019-12-31
ARKANSAS,Madison,685.0,3.0,0.0,0.0,1.0,2.0,5.0,2.0,3.0,0.0,0.0,2019-12-31
ARKANSAS,Magnolia,11440.0,14.0,0.0,2.0,1.0,11.0,295.0,95.0,198.0,2.0,2.0,2019-12-31
ARKANSAS,Marianna,3398.0,28.0,2.0,5.0,2.0,19.0,154.0,52.0,89.0,13.0,2.0,2019-12-31
ARKANSAS,Marion,12344.0,122.0,0.0,12.0,11.0,99.0,379.0,61.0,291.0,27.0,1.0,2019-12-31
ARKANSAS,Marked Tree,2462.0,17.0,0.0,0.0,0.0,17.0,50.0,13.0,31.0,6.0,0.0,2019-12-31
ARKANSAS,Marmaduke,1264.0,6.0,0.0,0.0,1.0,5.0,47.0,11.0,35.0,1.0,0.0,2019-12-31
ARKANSAS,Marshall,1297.0,3.0,0.0,1.0,0.0,2.0,12.0,3.0,8.0,1.0,1.0,2019-12-31
ARKANSAS,Maumelle,18223.0,28.0,2.0,3.0,5.0,18.0,301.0,64.0,218.0,19.0,2.0,2019-12-31
ARKANSAS,Mayflower,2489.0,10.0,0.0,2.0,1.0,7.0,66.0,16.0,46.0,4.0,0.0,2019-12-31
ARKANSAS,McCrory,1513.0,11.0,0.0,2.0,0.0,9.0,33.0,9.0,19.0,5.0,0.0,2019-12-31
ARKANSAS,McGehee,3681.0,31.0,0.0,8.0,0.0,23.0,95.0,34.0,59.0,2.0,0.0,2019-12-31
ARKANSAS,McRae,661.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,2019-12-31
ARKANSAS,Mena,5508.0,3.0,0.0,2.0,0.0,1.0,223.0,29.0,186.0,8.0,2.0,2019-12-31
ARKANSAS,Menifee,316.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2019-12-31
ARKANSAS,Mineral Springs,1148.0,1.0,0.0,0.0,0.0,1.0,13.0,5.0,6.0,2.0,0.0,2019-12-31
ARKANSAS,Monette,1603.0,1.0,0.0,1.0,0.0,0.0,22.0,6.0,16.0,0.0,0.0,2019-12-31
ARKANSAS,Monticello,9438.0,38.0,0.0,10.0,5.0,23.0,289.0,45.0,229.0,15.0,6.0,2019-12-31
ARKANSAS,Morrilton,6631.0,26.0,0.0,11.0,2.0,13.0,240.0,9.0,225.0,6.0,1.0,2019-12-31
ARKANSAS,Mountainburg,608.0,7.0,0.0,2.0,0.0,5.0,28.0,5.0,21.0,2.0,0.0,2019-12-31
ARKANSAS,Mountain Home,12458.0,32.0,0.0,19.0,1.0,12.0,486.0,48.0,423.0,15.0,0.0,2019-12-31
ARKANSAS,Mountain View,2850.0,9.0,0.0,1.0,0.0,8.0,99.0,30.0,66.0,3.0,0.0,2019-12-31
ARKANSAS,Mulberry,1644.0,14.0,0.0,3.0,0.0,11.0,61.0,10.0,50.0,1.0,0.0,2019-12-31
ARKANSAS,Murfreesboro,1533.0,4.0,0.0,1.0,0.0,3.0,12.0,3.0,9.0,0.0,0.0,2019-12-31
ARKANSAS,Nashville,4403.0,27.0,0.0,13.0,0.0,14.0,130.0,18.0,108.0,4.0,0.0,2019-12-31
ARKANSAS,Newport,7485.0,92.0,1.0,12.0,3.0,76.0,369.0,70.0,289.0,10.0,1.0,2019-12-31
ARKANSAS,Norfork,533.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2019-12-31
ARKANSAS,North Little Rock,66604.0,562.0,12.0,23.0,106.0,421.0,2479.0,380.0,1723.0,376.0,17.0,2019-12-31
ARKANSAS,Osceola,6653.0,172.0,4.0,15.0,7.0,146.0,316.0,151.0,144.0,21.0,7.0,2019-12-31
ARKANSAS,Ozark,3573.0,29.0,0.0,6.0,1.0,22.0,86.0,44.0,40.0,2.0,0.0,2019-12-31
ARKANSAS,Paragould,29245.0,307.0,0.0,29.0,13.0,265.0,1378.0,188.0,1083.0,107.0,4.0,2019-12-31
ARKANSAS,Paris,3392.0,22.0,0.0,3.0,2.0,17.0,94.0,32.0,59.0,3.0,1.0,2019-12-31
ARKANSAS,Pea Ridge,6230.0,24.0,0.0,4.0,0.0,20.0,69.0,9.0,52.0,8.0,0.0,2019-12-31
ARKANSAS,Perryville,1454.0,3.0,2.0,0.0,0.0,1.0,29.0,3.0,20.0,6.0,0.0,2019-12-31
ARKANSAS,Piggott,3569.0,17.0,0.0,7.0,0.0,10.0,52.0,13.0,36.0,3.0,0.0,2019-12-31
ARKANSAS,Pine Bluff4,41505.0,644.0,23.0,23.0,96.0,502.0,,,1448.0,271.0,39.0,2019-12-31
ARKANSAS,Plumerville,773.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,9.0,0.0,0.0,2019-12-31
ARKANSAS,Pocahontas,6647.0,43.0,0.0,21.0,1.0,21.0,216.0,31.0,171.0,14.0,1.0,2019-12-31
ARKANSAS,Pottsville,3332.0,13.0,0.0,1.0,0.0,12.0,18.0,7.0,11.0,0.0,1.0,2019-12-31
ARKANSAS,Prairie Grove,6595.0,16.0,1.0,6.0,0.0,9.0,134.0,27.0,103.0,4.0,0.0,2019-12-31
ARKANSAS,Prescott4,2985.0,6.0,0.0,3.0,0.0,3.0,,,34.0,4.0,1.0,2019-12-31
ARKANSAS,Quitman,711.0,2.0,0.0,0.0,0.0,2.0,22.0,1.0,21.0,0.0,0.0,2019-12-31
ARKANSAS,Ravenden,443.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,5.0,0.0,0.0,2019-12-31
ARKANSAS,Redfield,1564.0,4.0,0.0,2.0,0.0,2.0,23.0,11.0,11.0,1.0,0.0,2019-12-31
ARKANSAS,Rogers,69168.0,330.0,1.0,87.0,21.0,221.0,1968.0,166.0,1699.0,103.0,6.0,2019-12-31
ARKANSAS,Rose Bud,483.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,8.0,1.0,0.0,2019-12-31
ARKANSAS,Russellville,29446.0,140.0,0.0,13.0,9.0,118.0,897.0,109.0,729.0,59.0,2.0,2019-12-31
ARKANSAS,Salem,1637.0,2.0,0.0,1.0,0.0,1.0,15.0,7.0,7.0,1.0,0.0,2019-12-31
ARKANSAS,Searcy,23873.0,199.0,4.0,15.0,21.0,159.0,1042.0,230.0,756.0,56.0,0.0,2019-12-31
ARKANSAS,Shannon Hills,4017.0,17.0,0.0,5.0,1.0,11.0,62.0,27.0,21.0,14.0,1.0,2019-12-31
ARKANSAS,Sheridan4,4954.0,14.0,0.0,4.0,1.0,9.0,,20.0,,7.0,0.0,2019-12-31
ARKANSAS,Sherwood,31435.0,195.0,1.0,17.0,13.0,164.0,928.0,214.0,625.0,89.0,4.0,2019-12-31
ARKANSAS,Siloam Springs,17235.0,70.0,0.0,15.0,4.0,51.0,458.0,96.0,307.0,55.0,4.0,2019-12-31
ARKANSAS,Star City,2058.0,17.0,1.0,2.0,2.0,12.0,48.0,12.0,30.0,6.0,0.0,2019-12-31
ARKANSAS,St. Charles,208.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,2019-12-31
ARKANSAS,Stuttgart,8589.0,101.0,1.0,10.0,5.0,85.0,302.0,69.0,219.0,14.0,5.0,2019-12-31
ARKANSAS,Sulphur Springs,534.0,10.0,0.0,1.0,0.0,9.0,7.0,3.0,4.0,0.0,0.0,2019-12-31
ARKANSAS,Swifton,727.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,0.0,0.0,2019-12-31
ARKANSAS,Texarkana,29971.0,183.0,4.0,13.0,27.0,139.0,1130.0,215.0,847.0,68.0,3.0,2019-12-31
ARKANSAS,Trumann,7043.0,41.0,0.0,15.0,4.0,22.0,321.0,72.0,236.0,13.0,0.0,2019-12-31
ARKANSAS,Tuckerman,1671.0,9.0,0.0,3.0,0.0,6.0,34.0,13.0,17.0,4.0,0.0,2019-12-31
ARKANSAS,Van Buren,23800.0,117.0,0.0,14.0,7.0,96.0,752.0,149.0,541.0,62.0,0.0,2019-12-31
ARKANSAS,Vilonia,4762.0,5.0,0.0,0.0,1.0,4.0,55.0,9.0,43.0,3.0,0.0,2019-12-31
ARKANSAS,Waldron,3332.0,15.0,0.0,4.0,0.0,11.0,112.0,37.0,74.0,1.0,2.0,2019-12-31
ARKANSAS,Walnut Ridge,5019.0,11.0,0.0,2.0,0.0,9.0,69.0,20.0,41.0,8.0,0.0,2019-12-31
ARKANSAS,Ward,5454.0,64.0,0.0,12.0,1.0,51.0,103.0,31.0,69.0,3.0,1.0,2019-12-31
ARKANSAS,Warren,5634.0,24.0,0.0,4.0,1.0,19.0,146.0,55.0,86.0,5.0,0.0,2019-12-31
ARKANSAS,Weiner,679.0,4.0,0.0,1.0,0.0,3.0,12.0,4.0,7.0,1.0,0.0,2019-12-31
ARKANSAS,West Fork,2672.0,5.0,0.0,1.0,1.0,3.0,34.0,7.0,26.0,1.0,0.0,2019-12-31
ARKANSAS,West Memphis,24442.0,485.0,8.0,33.0,57.0,387.0,1225.0,336.0,756.0,133.0,9.0,2019-12-31
ARKANSAS,White Hall,5014.0,5.0,0.0,0.0,2.0,3.0,69.0,26.0,34.0,9.0,0.0,2019-12-31
ARKANSAS,Wilson,819.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,2019-12-31
ARKANSAS,Wynne,7812.0,79.0,1.0,8.0,4.0,66.0,292.0,80.0,194.0,18.0,4.0,2019-12-31
CALIFORNIA,Adelanto,34491.0,276.0,1.0,20.0,42.0,213.0,459.0,136.0,209.0,114.0,14.0,2019-12-31
CALIFORNIA,Agoura Hills,20490.0,21.0,0.0,6.0,4.0,11.0,306.0,66.0,223.0,17.0,0.0,2019-12-31
CALIFORNIA,Alameda,78907.0,162.0,0.0,7.0,94.0,61.0,2579.0,218.0,1958.0,403.0,29.0,2019-12-31
CALIFORNIA,Albany,20083.0,40.0,0.0,8.0,21.0,11.0,685.0,105.0,534.0,46.0,1.0,2019-12-31
CALIFORNIA,Alhambra,84837.0,161.0,2.0,11.0,89.0,59.0,1749.0,259.0,1303.0,187.0,8.0,2019-12-31
CALIFORNIA,Aliso Viejo,52247.0,27.0,1.0,3.0,13.0,10.0,433.0,57.0,351.0,25.0,1.0,2019-12-31
CALIFORNIA,Alturas,2471.0,10.0,0.0,2.0,1.0,7.0,30.0,14.0,13.0,3.0,0.0,2019-12-31
CALIFORNIA,American Canyon,20452.0,53.0,0.0,7.0,7.0,39.0,454.0,59.0,368.0,27.0,3.0,2019-12-31
CALIFORNIA,Anaheim,353915.0,1120.0,8.0,141.0,396.0,575.0,8258.0,1123.0,5904.0,1231.0,44.0,2019-12-31
CALIFORNIA,Anderson,10545.0,61.0,1.0,5.0,12.0,43.0,363.0,63.0,208.0,92.0,1.0,2019-12-31
CALIFORNIA,Angels Camp,3909.0,6.0,0.0,2.0,1.0,3.0,74.0,19.0,45.0,10.0,0.0,2019-12-31
CALIFORNIA,Antioch,112641.0,648.0,12.0,55.0,238.0,343.0,3199.0,511.0,2078.0,610.0,59.0,2019-12-31
CALIFORNIA,Apple Valley,74051.0,339.0,4.0,19.0,68.0,248.0,1105.0,230.0,660.0,215.0,11.0,2019-12-31
CALIFORNIA,Arcadia,58899.0,84.0,1.0,10.0,35.0,38.0,1348.0,301.0,973.0,74.0,3.0,2019-12-31
CALIFORNIA,Arcata,18332.0,72.0,1.0,12.0,16.0,43.0,605.0,122.0,425.0,58.0,21.0,2019-12-31
CALIFORNIA,Arroyo Grande,18188.0,27.0,0.0,2.0,7.0,18.0,275.0,35.0,219.0,21.0,3.0,2019-12-31
CALIFORNIA,Artesia,16779.0,72.0,1.0,2.0,28.0,41.0,284.0,90.0,161.0,33.0,0.0,2019-12-31
CALIFORNIA,Arvin,21811.0,196.0,3.0,3.0,16.0,174.0,437.0,115.0,178.0,144.0,16.0,2019-12-31
CALIFORNIA,Atascadero,30579.0,65.0,0.0,7.0,7.0,51.0,493.0,96.0,360.0,37.0,3.0,2019-12-31
CALIFORNIA,Atherton,7222.0,12.0,0.0,2.0,4.0,6.0,110.0,32.0,74.0,4.0,0.0,2019-12-31
CALIFORNIA,Atwater,29632.0,206.0,1.0,10.0,22.0,173.0,1031.0,140.0,708.0,183.0,0.0,2019-12-31
CALIFORNIA,Auburn,14201.0,50.0,0.0,8.0,5.0,37.0,237.0,72.0,146.0,19.0,5.0,2019-12-31
CALIFORNIA,Avalon,3722.0,10.0,0.0,2.0,0.0,8.0,40.0,7.0,28.0,5.0,0.0,2019-12-31
CALIFORNIA,Avenal,12991.0,69.0,0.0,7.0,3.0,59.0,58.0,26.0,28.0,4.0,0.0,2019-12-31
CALIFORNIA,Azusa,50405.0,144.0,5.0,17.0,46.0,76.0,959.0,174.0,646.0,139.0,12.0,2019-12-31
CALIFORNIA,Bakersfield,388080.0,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0,2019-12-31
CALIFORNIA,Baldwin Park,75862.0,188.0,1.0,24.0,50.0,113.0,1110.0,196.0,606.0,308.0,5.0,2019-12-31
CALIFORNIA,Banning,31450.0,136.0,2.0,16.0,27.0,91.0,532.0,179.0,210.0,143.0,0.0,2019-12-31
CALIFORNIA,Barstow,24121.0,274.0,5.0,10.0,82.0,177.0,986.0,285.0,527.0,174.0,37.0,2019-12-31
CALIFORNIA,Bear Valley,5507.0,11.0,0.0,7.0,0.0,4.0,44.0,6.0,36.0,2.0,0.0,2019-12-31
CALIFORNIA,Beaumont,50990.0,92.0,2.0,14.0,38.0,38.0,922.0,178.0,548.0,196.0,11.0,2019-12-31
CALIFORNIA,Bell,35759.0,168.0,0.0,11.0,37.0,120.0,441.0,127.0,224.0,90.0,0.0,2019-12-31
CALIFORNIA,Bellflower,77196.0,327.0,1.0,29.0,107.0,190.0,1506.0,326.0,860.0,320.0,7.0,2019-12-31
CALIFORNIA,Bell Gardens,42366.0,147.0,0.0,4.0,69.0,74.0,630.0,78.0,334.0,218.0,4.0,2019-12-31
CALIFORNIA,Belmont,27272.0,45.0,1.0,8.0,1.0,35.0,392.0,50.0,312.0,30.0,2.0,2019-12-31
CALIFORNIA,Belvedere,2114.0,1.0,0.0,0.0,0.0,1.0,15.0,2.0,13.0,0.0,0.0,2019-12-31
CALIFORNIA,Benicia,28471.0,16.0,0.0,1.0,13.0,2.0,377.0,72.0,250.0,55.0,2.0,2019-12-31
CALIFORNIA,Berkeley,122788.0,618.0,0.0,74.0,369.0,175.0,6256.0,771.0,4993.0,492.0,17.0,2019-12-31
CALIFORNIA,Beverly Hills,34211.0,103.0,1.0,6.0,52.0,44.0,1499.0,257.0,1197.0,45.0,6.0,2019-12-31
CALIFORNIA,Big Bear,5311.0,76.0,0.0,7.0,4.0,65.0,135.0,30.0,92.0,13.0,0.0,2019-12-31
CALIFORNIA,Biggs,1726.0,3.0,0.0,1.0,0.0,2.0,17.0,3.0,10.0,4.0,0.0,2019-12-31
CALIFORNIA,Bishop,3731.0,34.0,0.0,9.0,6.0,19.0,183.0,29.0,150.0,4.0,0.0,2019-12-31
CALIFORNIA,Blythe,19889.0,92.0,0.0,7.0,29.0,56.0,644.0,177.0,434.0,33.0,44.0,2019-12-31
CALIFORNIA,Bradbury,1089.0,1.0,0.0,0.0,1.0,0.0,10.0,2.0,6.0,2.0,0.0,2019-12-31
CALIFORNIA,Brawley,26379.0,121.0,2.0,4.0,8.0,107.0,618.0,95.0,468.0,55.0,15.0,2019-12-31
CALIFORNIA,Brea,44155.0,72.0,0.0,10.0,29.0,33.0,1450.0,169.0,1209.0,72.0,3.0,2019-12-31
CALIFORNIA,Brentwood,65483.0,166.0,0.0,16.0,67.0,83.0,1335.0,142.0,1095.0,98.0,11.0,2019-12-31
CALIFORNIA,Brisbane,4746.0,10.0,0.0,2.0,0.0,8.0,137.0,64.0,52.0,21.0,1.0,2019-12-31
CALIFORNIA,Broadmoor,4446.0,11.0,0.0,2.0,7.0,2.0,82.0,15.0,55.0,12.0,0.0,2019-12-31
CALIFORNIA,Buellton,5142.0,3.0,0.0,0.0,0.0,3.0,54.0,15.0,31.0,8.0,0.0,2019-12-31
CALIFORNIA,Buena Park,82627.0,246.0,1.0,15.0,91.0,139.0,2061.0,230.0,1567.0,264.0,1.0,2019-12-31
CALIFORNIA,Burbank,103738.0,189.0,1.0,11.0,54.0,123.0,2617.0,299.0,2107.0,211.0,4.0,2019-12-31
CALIFORNIA,Burlingame,30677.0,74.0,0.0,9.0,25.0,40.0,1185.0,162.0,937.0,86.0,4.0,2019-12-31
CALIFORNIA,Calabasas,24016.0,35.0,1.0,6.0,15.0,13.0,331.0,81.0,226.0,24.0,1.0,2019-12-31
CALIFORNIA,Calexico,40327.0,94.0,0.0,3.0,21.0,70.0,894.0,244.0,470.0,180.0,56.0,2019-12-31
CALIFORNIA,California City,14319.0,83.0,0.0,13.0,15.0,55.0,281.0,102.0,120.0,59.0,3.0,2019-12-31
CALIFORNIA,Calimesa,9073.0,22.0,0.0,0.0,7.0,15.0,280.0,51.0,193.0,36.0,0.0,2019-12-31
CALIFORNIA,Calistoga,5341.0,6.0,0.0,0.0,0.0,6.0,70.0,7.0,54.0,9.0,0.0,2019-12-31
CALIFORNIA,Camarillo,69628.0,58.0,0.0,22.0,16.0,20.0,817.0,100.0,676.0,41.0,2.0,2019-12-31
CALIFORNIA,Campbell,42697.0,89.0,0.0,22.0,21.0,46.0,1357.0,209.0,990.0,158.0,13.0,2019-12-31
CALIFORNIA,Canyon Lake,11353.0,15.0,0.0,0.0,1.0,14.0,74.0,15.0,47.0,12.0,0.0,2019-12-31
CALIFORNIA,Capitola,10101.0,30.0,0.0,3.0,6.0,21.0,528.0,53.0,454.0,21.0,2.0,2019-12-31
CALIFORNIA,Carlsbad,117220.0,240.0,3.0,40.0,39.0,158.0,2135.0,297.0,1671.0,167.0,11.0,2019-12-31
CALIFORNIA,Carmel,3877.0,11.0,0.0,0.0,0.0,11.0,103.0,20.0,81.0,2.0,0.0,2019-12-31
CALIFORNIA,Carpinteria,13514.0,11.0,1.0,0.0,3.0,7.0,155.0,19.0,116.0,20.0,0.0,2019-12-31
CALIFORNIA,Carson,91947.0,444.0,5.0,31.0,122.0,286.0,2004.0,328.0,1277.0,399.0,14.0,2019-12-31
CALIFORNIA,Cathedral City,55346.0,144.0,7.0,19.0,48.0,70.0,602.0,182.0,227.0,193.0,4.0,2019-12-31
CALIFORNIA,Central Marin,34793.0,32.0,0.0,6.0,10.0,16.0,1094.0,360.0,684.0,50.0,0.0,2019-12-31
CALIFORNIA,Ceres,49134.0,209.0,1.0,12.0,59.0,137.0,1158.0,239.0,628.0,291.0,20.0,2019-12-31
CALIFORNIA,Cerritos,50642.0,127.0,1.0,10.0,65.0,51.0,1634.0,314.0,1198.0,122.0,0.0,2019-12-31
CALIFORNIA,Chico,95826.0,557.0,0.0,100.0,104.0,353.0,2406.0,272.0,1753.0,381.0,48.0,2019-12-31
CALIFORNIA,Chino,93348.0,329.0,3.0,35.0,96.0,195.0,2224.0,376.0,1649.0,199.0,5.0,2019-12-31
CALIFORNIA,Chino Hills,84577.0,95.0,1.0,10.0,20.0,64.0,891.0,222.0,606.0,63.0,5.0,2019-12-31
CALIFORNIA,Chowchilla,18792.0,39.0,0.0,2.0,3.0,34.0,234.0,71.0,109.0,54.0,7.0,2019-12-31
CALIFORNIA,Chula Vista,275230.0,904.0,3.0,61.0,265.0,575.0,3816.0,486.0,2503.0,827.0,36.0,2019-12-31
CALIFORNIA,Citrus Heights,88496.0,313.0,1.0,46.0,76.0,190.0,2248.0,372.0,1607.0,269.0,7.0,2019-12-31
CALIFORNIA,Claremont,36681.0,51.0,0.0,6.0,23.0,22.0,774.0,191.0,552.0,31.0,7.0,2019-12-31
CALIFORNIA,Clayton,12356.0,1.0,0.0,0.0,1.0,0.0,155.0,14.0,137.0,4.0,0.0,2019-12-31
CALIFORNIA,Clearlake,15400.0,119.0,1.0,19.0,36.0,63.0,460.0,146.0,210.0,104.0,11.0,2019-12-31
CALIFORNIA,Cloverdale,8910.0,16.0,0.0,1.0,0.0,15.0,116.0,25.0,87.0,4.0,1.0,2019-12-31
CALIFORNIA,Clovis,114170.0,243.0,0.0,54.0,32.0,157.0,2276.0,307.0,1810.0,159.0,6.0,2019-12-31
CALIFORNIA,Coachella,46485.0,126.0,0.0,9.0,43.0,74.0,894.0,135.0,580.0,179.0,5.0,2019-12-31
CALIFORNIA,Coalinga,16356.0,41.0,0.0,2.0,4.0,35.0,217.0,38.0,159.0,20.0,4.0,2019-12-31
CALIFORNIA,Colma,1512.0,28.0,0.0,0.0,20.0,8.0,325.0,36.0,263.0,26.0,2.0,2019-12-31
CALIFORNIA,Colton,55059.0,215.0,1.0,9.0,103.0,102.0,1517.0,317.0,836.0,364.0,8.0,2019-12-31
CALIFORNIA,Colusa,5903.0,6.0,0.0,4.0,1.0,1.0,78.0,28.0,34.0,16.0,0.0,2019-12-31
CALIFORNIA,Commerce,12804.0,138.0,1.0,5.0,49.0,83.0,1004.0,128.0,624.0,252.0,16.0,2019-12-31
CALIFORNIA,Compton,96638.0,1104.0,18.0,40.0,427.0,619.0,2346.0,334.0,1285.0,727.0,44.0,2019-12-31
CALIFORNIA,Concord,130615.0,541.0,2.0,67.0,234.0,238.0,4560.0,434.0,3512.0,614.0,23.0,2019-12-31
CALIFORNIA,Corcoran,21353.0,118.0,1.0,8.0,12.0,97.0,272.0,65.0,157.0,50.0,5.0,2019-12-31
CALIFORNIA,Corning,7537.0,28.0,0.0,6.0,4.0,18.0,211.0,51.0,127.0,33.0,1.0,2019-12-31
CALIFORNIA,Corona,170875.0,291.0,4.0,43.0,103.0,141.0,3482.0,646.0,2251.0,585.0,28.0,2019-12-31
CALIFORNIA,Coronado,21115.0,9.0,0.0,1.0,7.0,1.0,324.0,34.0,276.0,14.0,2.0,2019-12-31
CALIFORNIA,Costa Mesa,114047.0,312.0,0.0,52.0,104.0,156.0,3739.0,450.0,2934.0,355.0,16.0,2019-12-31
CALIFORNIA,Cotati,7641.0,40.0,1.0,6.0,5.0,28.0,95.0,15.0,68.0,12.0,1.0,2019-12-31
CALIFORNIA,Covina,47985.0,171.0,2.0,25.0,43.0,101.0,1189.0,239.0,779.0,171.0,11.0,2019-12-31
